name,item,deathDate,race,image
Bjorg Lambrecht,http://www.wikidata.org/entity/Q24238427,2019-08-05T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/Lillers%20-%20Grand%20Prix%20de%20Lillers-Souvenir%20Bruno%20Comini%2C%206%20mars%202016%20%28B141%29.JPG
